VendorNumber__,OrderNumber__,ItemNumber__,Description__,OrderedAmount__,OrderedQuantity__,DeliveredAmount__,DeliveredQuantity__,InvoicedAmount__,InvoicedQuantity__,TaxCode__,CompanyCode__,UnitPrice__,PartNumber__,GLAccount__,CostCenter__,BudgetID__,TaxRate__
V03828,50063,,,18.562,,18.562,,0,0,,12,,,2923,,,.00
V03828,50063,13222,IVA,.00,-1,.00,-1,0,0,,12,,13222,1912,,,
V03249,50103,21558,PT767-35160 TX Toyota Running Board Sprayed AG KG 9774 Black,26195.00,806,26195.00,806,0,0,,19,,21558,110,,,
V03249,50103,12855,NOTE:  SENDING BACK 2 TEST PULL BOARDS ,.00,1,.00,1,0,0,,19,,12855,1867,,,
V03808,50114,,PAGO RECIBO 48094 LUZ KALOS,217.143,,217.143,,0,0,,12,,,3270,,,.00
V03808,50114,,PAGO RECIBO 48094 LUZ KALOS,33.70,,33.70,,0,0,,12,,,2923,,,.00
V03808,50114,13222,IVA,.00,-1,.00,-1,0,0,,12,,13222,1912,,,
V03858,50115,,PAGO FACTURA 53490 TELEFONO GUADALUPE,99.742,,99.742,,0,0,,12,,,3272,,,.00
V03858,50115,,PAGO FACTURA 53490 TELEFONO GUADALUPE,15.482,,15.482,,0,0,,12,,,2923,,,.00
V03858,50115,13222,IVA,.00,-1,.00,-1,0,0,,12,,13222,1912,,,
V03807,50116,,PAGO FACTURA 72385 DE ATT COMUNICACIONES,80.644,,80.644,,0,0,,12,,,3255,,,-12.903
V03807,50116,24202,IVA,12.515,-1,12.515,-1,0,0,,12,,24202,2923,,,
V03859,50117,,PAGO F-57630 CELULAR OSCAR,82.388,,82.388,,0,0,,12,,,3255,,,.00
V03859,50117,,PAGO F-57630 CELULAR OSCAR,9.453,,9.453,,0,0,,12,,,2923,,,.00
V03859,50117,13222,IVA,.00,-1,.00,-1,0,0,,12,,13222,1912,,,
V03809,50118,,PAGO F-488572 RECOLECCION BASURA,99.519,,99.519,,0,0,,12,,,3289,,,-15.923
V03809,50118,24202,IVA,15.445,-1,15.445,-1,0,0,,12,,24202,2923,,,
V03804,50119,,PAGO F-132581 POR LIJADORA,109.994,,109.994,,0,0,,12,,,3289,,,-17.599
V03804,50119,24202,IVA,17.071,-1,17.071,-1,0,0,,12,,24202,2923,,,
V03490,50120,,PAGO F-17138 DE OCP POR SERVICIO ALARMA,32.736,,32.736,,0,0,,12,,,3289,,,-5.238
V03490,50120,24202,IVA,5.081,-1,5.081,-1,0,0,,12,,24202,2923,,,
V03860,50121,,PAGO F-3617 A ADRIAN VERA POR FUMIGACION,120.47,,120.47,,0,0,,12,,,3289,,,-19.275
V03860,50121,24202,IVA,18.696,-1,18.696,-1,0,0,,12,,24202,2923,,,
V03591,50156,13108,2019 FORD F150 S/CREWG2 BAKFLIP TONNEAU COVERVIN: 1FTEW1EB6KKD98455Factory Order #: 3134,912.00,1,912.00,1,0,0,,2,,13108,1892,,,
V03591,50156,13108,LABOR,66.50,1,66.50,1,0,0,,2,,13108,1892,,,
V03863,50158,13108,2019 FORD F150 S/CREWG2 TONNEAU COVERVIN: 1FTEW1EB3KKD84755Factory Order #: 3055,855.00,1,855.00,1,0,0,,2,,13108,1892,,,
V03863,50158,13108,LABOR,57.00,1,57.00,1,0,0,,2,,13108,1892,,,
V03800,50161,,,76.725,,76.725,,0,0,,12,,,3281,,,.00
V03800,50161,,,81.551,,81.551,,0,0,,12,,,3257,,,.00
V03800,50161,,,11.968,,11.968,,0,0,,12,,,3283,,,.00
V03800,50161,,,16.548,,16.548,,0,0,,12,,,2923,,,.00
V03800,50161,13222,IVA,.00,-1,.00,-1,0,0,,12,,13222,1912,,,
V03105,50171,14997,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,28408.38,20812,28408.38,20812,0,0,,19,,14997,110,,,
V03105,50171,14999,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,25542.00,18920,25542.00,18920,0,0,,19,,14999,110,,,
V00519,50194,10577,BLEND: FB-716 CREEKBED 1/16",247.50,150,247.50,150,0,0,,2,,10577,110,,,
V00519,50194,12855,NOTE:  TO SHIP FED EX GROUND BILL TO OUR ACCOUNT: 342878113,.00,1,.00,1,0,0,,2,,12855,1867,,,
V03806,50206,,PAGO FACT 10277 TOTAL PLAY INTERNET GPE,210.776,,210.776,,0,0,,12,,,3285,,,.00
V03806,50206,,PAGO FACT 10277 TOTAL PLAY INTERNET GPE,34.339,,34.339,,0,0,,12,,,2923,,,.00
V03806,50206,13222,IVA,.00,-1,.00,-1,0,0,,12,,13222,1912,,,
V03801,50285,,,34.57,,34.57,,0,0,,12,,,3269,,,.00
V03801,50285,,,52.916,,52.916,,0,0,,12,,,3283,,,.00
V03801,50285,,,.656,,.656,,0,0,,12,,,3282,,,.00
V03801,50285,,,3.059,,3.059,,0,0,,12,,,2923,,,.00
V03801,50285,13222,IVA,.00,-1,.00,-1,0,0,,12,,13222,1912,,,
V03813,50286,,PAGO FACTS PINTURAS MARTINEZ,432.15,,432.15,,0,0,,12,,,3293,,,-69.144
V03813,50286,24202,IVA,67.068,-1,67.068,-1,0,0,,12,,24202,2923,,,
V03814,50287,,PAGO FACTURAS ITASA 1,364.841,,364.841,,0,0,,12,,,3293,,,-58.374
V03814,50287,24202,IVA,56.622,-1,56.622,-1,0,0,,12,,24202,2923,,,
V03814,50288,,PAGO FACTURAS ITASA 2,253.137,,253.137,,0,0,,12,,,3293,,,-40.502
V03814,50288,24202,IVA,39.286,-1,39.286,-1,0,0,,12,,24202,2923,,,
V03867,50301,,PAGO F-CR43 DE CREACIONES EN ACERO CORTE PIEZAS METALICAS,290.241,,290.241,,0,0,,12,,,3289,,,-46.439
V03867,50301,24202,IVA,45.044,-1,45.044,-1,0,0,,12,,24202,2923,,,
V03800,50306,,REPOSICION CAJA CHICA KALOS CH 173,58.805,,58.805,,0,0,,12,,,3257,,,.00
V03800,50306,,REPOSICION CAJA CHICA KALOS CH 173,27.791,,27.791,,0,0,,12,,,3281,,,.00
V03800,50306,,REPOSICION CAJA CHICA KALOS CH 173,99.895,,99.895,,0,0,,12,,,3283,,,.00
V03800,50306,,REPOSICION CAJA CHICA KALOS CH 173,3.973,,3.973,,0,0,,12,,,3254,,,.00
V03800,50306,,REPOSICION CAJA CHICA KALOS CH 173,5.238,,5.238,,0,0,,12,,,3284,,,.00
V03800,50306,,REPOSICION CAJA CHICA KALOS CH 173,28.282,,28.282,,0,0,,12,,,2923,,,.00
V03800,50306,13222,IVA,.00,-1,.00,-1,0,0,,12,,13222,1912,,,
V03800,50313,,PAGO F-A2195 DE EN SERVICIOS POR REFERENCIAS SERGIO FLORES,19.904,,19.904,,0,0,,12,,,3285,,,-3.185
V03800,50313,24202,IVA,3.089,-1,3.089,-1,0,0,,12,,24202,2923,,,
V03800,50314,,COMISIONES BANCARIAS BANORTE MAYO 19,.419,,.419,,0,0,,12,,,3261,,,-.067
V03800,50314,24202,IVA,.065,-1,.065,-1,0,0,,12,,24202,2923,,,
V02458,50325,12855,NOTE:  PO SUBJECT TO CUSTOMERS ABILITY TO ACCEPT EQUIPMENT,.00,1,.00,1,0,0,,19,,12855,1867,,,
V02458,50325,2456,TOKEN GCA UPGRADEGMS HFR ADM32,307.20,4,307.20,4,0,0,,19,,2456,110,,,
V02458,50325,12855,NOTE:  Below configuration for Standard Units,.00,1,.00,1,0,0,,19,,12855,1867,,,
V02458,50325,17583,HFR-GSM MACHINE ** Standard Configuration 14ALALCCMHFR - Fixed Ratio(FR) Carbon Steel FR Power 230/3 2 Primary & 2 Hose Blue Side 120cc Pump Red Side 120cc Pump FR A&B + 1 Hose Zone CS 1:1 1 Zone Bundle 50'(15.24m) 3/8 & 3/8 3500psi,841665.00,30,841665.00,30,0,0,,19,,17583,110,,,
V02458,50325,12719,HOSEWHIPHTD1/4X1/410'CSS,19980.00,30,19980.00,30,0,0,,19,,12719,110,,,
V02458,50325,13115,GUN P2 AUTOMATICNote: Insert and Mix Chambers listed below for converting guns to 00 and 02.,105660.00,30,105660.00,30,0,0,,19,,13115,110,,,
V02458,50325,3015,23960-00 Mix Chamber,1605.00,10,1605.00,10,0,0,,19,,3015,110,,,
V02458,50325,3019,23977-00 Kit Insert Mix Chamber 00,208.20,10,208.20,10,0,0,,19,,3019,110,,,
V02458,50325,12678,KITMIX CHAMBERP2RND02,1605.00,10,1605.00,10,0,0,,19,,12678,110,,,
V02458,50325,12677,KITINSERTMIX CHAMBER02,208.20,10,208.20,10,0,0,,19,,12677,110,,,
V02458,50325,14321,CGMEP0 MODULE GCA GATEWAY ASSM,10392.00,20,10392.00,20,0,0,,19,,14321,110,,,
V02458,50325,13999,24J415 KIT MODULE GATEWAY GMS CGM.,6744.00,20,6744.00,20,0,0,,19,,13999,110,,,
V02458,50325,25727,CABLE CANFE/FE8.0M,1164.00,20,1164.00,20,0,0,,19,,25727,110,,,
V02458,50325,12855,NOTE:  Below configuration for Glue Line Units,.00,1,.00,1,0,0,,19,,12855,1867,,,
V02458,50325,17583,HFR-GSM MACHINE** Glue Line System  14AAAACNNHFR - Fixed Ratio(FR) Carbon Steel FR Power 230/3 2 Primary & 2 Hose Blue Side 10cc Pump Red Side 10cc Pump FR A&B + 1 Hose Zone None,560450.00,20,560450.00,20,0,0,,19,,17583,110,,,
V02458,50325,28880,HARNESS PWR VALVE TANK,885.60,18,885.60,18,0,0,,19,,28880,110,,,
V02458,50325,13202,FITTING ELBOW MALE SWIVEL,894.24,72,894.24,72,0,0,,19,,13202,110,,,
V02458,50325,13956,24C753 KIT ORIFICE ADJ 1/4  047,1717.20,18,1717.20,18,0,0,,19,,13956,110,,,
V02458,50325,13967,24D225 KIT ORIFICE ADJ 1/4   ISO,1717.20,18,1717.20,18,0,0,,19,,13967,110,,,
V02458,50325,13979,24E505 KIT ORIFICE BLOCK,7516.80,36,7516.80,36,0,0,,19,,13979,110,,,
V02458,50325,29625,NOZZLE NEEDLE,278.64,36,278.64,36,0,0,,19,,29625,110,,,
V02458,50325,29626,FITTING ELBOW MALE 1/4 NPT,315.36,36,315.36,36,0,0,,19,,29626,110,,,
V02458,50325,29629,SCREW CAP SOCKET HEAD,289.44,54,289.44,54,0,0,,19,,29629,110,,,
V02458,50325,29627,WASHERLOCKSPRING#8,20.52,54,20.52,54,0,0,,19,,29627,110,,,
V02458,50325,29628,SPACERSTANDOFF1.5 LG8-32 THRD,576.72,54,576.72,54,0,0,,19,,29628,110,,,
V02458,50325,14040,255179 VALVE DISPENSE 1:1 SOFT SEATS,3984.00,2,3984.00,2,0,0,,19,,14040,110,,,
V02458,50325,14321,CGMEP0 MODULE GCA GATEWAY ASSM,10392.00,20,10392.00,20,0,0,,19,,14321,110,,,
V02458,50325,13999,24J415 KIT MODULE GATEWAY GMS CGM.,6744.00,20,6744.00,20,0,0,,19,,13999,110,,,
V02458,50325,25728,CABLECANMALE-FEMALE5.0M,2736.00,20,2736.00,20,0,0,,19,,25728,110,,,
V02458,50325,14045,255208 HANDLE 2K DISP VALVE ELECTRIC,8556.00,20,8556.00,20,0,0,,19,,14045,110,,,
V02458,50325,14041,DISPENCE VALVE  1:1 HARD SEAT,39840.00,20,39840.00,20,0,0,,19,,14041,110,,,
V02458,50325,13685,121005 CABLE CAN MALE/FEMALE 15.0M,1332.00,20,1332.00,20,0,0,,19,,13685,110,,,
V02458,50325,25729,CABLE CANFE/FE4.0M,750.00,20,750.00,20,0,0,,19,,25729,110,,,
V02458,50325,13681,120953 CONNECTOR SPLITTER,2244.00,20,2244.00,20,0,0,,19,,13681,110,,,
V02458,50325,13676,120900 KIT PWR4W SSSR 1/4 NPT  24VDC,4404.00,20,4404.00,20,0,0,,19,,13676,110,,,
V02458,50325,12855,NOTE:  Below Configuration for BLE POT FILLING UNIT,.00,1,.00,1,0,0,,19,,12855,1867,,,
V02458,50325,17583,HFR-GSM MACHINE** BLE POT FILLING  14AAAAANNHFR - Fixed Ratio(FR) Carbon Steel FR Power 230/3 2 Primary & 2 Hose Blue Side 10cc Pump Red Side 10cc Pump FR No Heat None,28022.50,1,28022.50,1,0,0,,19,,17583,110,,,
V02458,50325,14040,255179 VALVE DISPENSE 1:1 SOFT SEATS,1992.00,1,1992.00,1,0,0,,19,,14040,110,,,
V02458,50325,14321,CGMEP0 MODULE GCA GATEWAY ASSM,519.60,1,519.60,1,0,0,,19,,14321,110,,,
V02458,50325,13999,24J415 KIT MODULE GATEWAY GMS CGM.,337.20,1,337.20,1,0,0,,19,,13999,110,,,
V02458,50325,25728,CABLECANMALE-FEMALE5.0M,136.80,1,136.80,1,0,0,,19,,25728,110,,,
V02458,50325,14045,255208 HANDLE 2K DISP VALVE ELECTRIC,427.80,1,427.80,1,0,0,,19,,14045,110,,,
V02458,50325,14041,DISPENCE VALVE  1:1 HARD SEAT,1992.00,1,1992.00,1,0,0,,19,,14041,110,,,
V02458,50325,13685,121005 CABLE CAN MALE/FEMALE 15.0M,66.60,1,66.60,1,0,0,,19,,13685,110,,,
V02458,50325,25729,CABLE CANFE/FE4.0M,37.50,1,37.50,1,0,0,,19,,25729,110,,,
V02458,50325,13681,120953 CONNECTOR SPLITTER,112.20,1,112.20,1,0,0,,19,,13681,110,,,
V02458,50325,13676,120900 KIT PWR4W SSSR 1/4 NPT  24VDC,220.20,1,220.20,1,0,0,,19,,13676,110,,,
V02994,50361,25529,GX-400 - 40" GRAPHTEC PLOTTER,4000.00,1,4000.00,1,0,0,,19,,25529,110,,,
V03708,50538,13108,2019 NISS Titan 4D 4x2 Crew 139VIN# 1N6AA1EK8KN526414Factory Order #B395525Spray In Bedliner,446.40,1,446.40,1,0,0,,2,,13108,1892,,,
V03708,50538,13108,Roll-N-Lock - M Series,1371.75,1,1371.75,1,0,0,,2,,13108,1892,,,
V03708,50538,13108,Trail FX - 3" Round Step,511.50,1,511.50,1,0,0,,2,,13108,1892,,,
V00507,50625,26472,Fast Cure Primer "A" QtSHIPPING SCHEDULE400 - 7-29-19400 - 9-23-19400 - 11-18-19,19092.00,1200,19092.00,1200,0,0,,2,,26472,110,,,
V00507,50625,26473,Fast Cure Primer "B" GallonSHIPPING SCHEDULE400 - 7-29-19400 - 9-23-19400 - 11-18-19,51714.00,900,51714.00,900,0,0,,2,,26473,110,,,
V00507,50625,26474,Fast Cure Primer "B" Gallon NeutralSHIPPING SCHEDULE400 - 7-29-19400 - 9-23-19400 - 11-18-19,17238.00,300,17238.00,300,0,0,,2,,26474,110,,,
V01951,50652,,,16442.00,,16442.00,,0,0,,2,,,1350,,,
V03249,50663,21558,PT767-35160 TX Toyota Running Board Sprayed AG KG 9774 Black,23725.00,730,23725.00,730,0,0,,19,,21558,110,,,
V03249,50663,12533,SPRAY APPLICATION - TEST PULL BOARDS ,.00,2,.00,2,0,0,,19,,12533,1141,,,
V00535,50687,,,259.00,,259.00,,0,0,,2,,,1084,,,
V02801,50861,28692,PFX 222V 1PH PBC 70T 10.5KW IMSERIAL:,.00,1,.00,1,0,0,,19,,28692,110,,,
V02801,50861,25555,3/8"x50' Hose Asy HP W/TC W/Scuf,.00,1,.00,1,0,0,,19,,25555,110,,,
V02801,50861,15837,MA-00040A 1/4" X 10" WHIP HOSE 3500 PSI,.00,1,.00,1,0,0,,19,,15837,110,,,
V02801,50861,22566,AP-3 W/01 Mix/PCT-Pkg,.00,1,.00,1,0,0,,19,,22566,110,,,
V02801,50861,28693,Chamber/PCT Kit 00X,.00,1,.00,1,0,0,,19,,28693,110,,,
V02801,50861,28694,PCT 01.5 RND w/ Drills,.00,1,.00,1,0,0,,19,,28694,110,,,
V02979,50723,,,698.64,,698.64,,0,0,,19,,,1899,,,
V02979,50723,28621,38294 - Terratex N12 15'x300'  500 SY,4191.75,27000,4191.75,27000,0,0,,19,,28621,110,,,
V03768,50782,13108,2019 RAM 2500 4X4 Regular Cab VIN# 3C6MR5AL3KG569279Decal Installation ,161.50,1,161.50,1,0,0,,2,,13108,1892,,,
V03768,50782,13108,Shuttling,95.00,1,95.00,1,0,0,,2,,13108,1892,,,
V03768,50782,13108,GPS,142.50,1,142.50,1,0,0,,2,,13108,1892,,,
V02651,50860,,Quart Bottles for Production,1674.00,,1674.00,,0,0,,19,,,1083,,,
V02458,50891,2789,Kitdisplace Rod Repair 120,439.80,1,439.80,1,0,0,,19,,2789,110,,,
V00558,50892,26570,PM2003 DRUMS BLACK,1983.60,1653,1983.60,1653,0,0,,2,,26570,110,,,
V00558,50892,13339,SHELF LIFE REQUIREMENT IS FOR ALL PRODUCTS SHIPPED TO HAVE A MINIMUM OF 50% SHELF LIFE REMAINING.  PRODUCTS WITH LESS THAN THIS MUST HAVE WRITTEN CONFIRMATION OF APPROVAL INCLUDING DATES AND LOT #'S OF PRODUCT PRIOR TO SHIPPING.,.00,1,.00,1,0,0,,2,,13339,1867,,,
V03105,50982,,bracing fee for container,300.00,,300.00,,0,0,,19,,,1899,,,
V03105,50982,22499,UL MPL 55 SIDE A DRUM 55 GALLON MUST BE LABELED WITH OEM LABEL,23151.20,18920,23151.20,18920,0,0,,19,,22499,110,,,
V03105,50982,22500,UL MLP 55 COAT B BLACK  55 GAL DRUM MUST BE LABELED WITH OEM LABEL,24179.76,17200,24179.76,17200,0,0,,19,,22500,110,,,
V00126,50986,26522,MEND-X Concrete Repair "A" In 55Gal Drum1 DRUM,3300.00,55,3300.00,55,0,0,,2,,26522,110,,,
V00126,50986,26523,MEND-X Concrete Repair "B" In 55Gal Drum1 DRUM,3300.00,55,3300.00,55,0,0,,2,,26523,110,,,
V02458,51024,2433,Fitting  162453,42.24,4,42.24,4,0,0,,19,,2433,110,,,
V02458,51024,3013,23971-00 Filter Screen,474.60,70,474.60,70,0,0,,19,,3013,110,,,
V02458,51024,2603,Drain Valve Replacement Kit 239914,69.00,1,69.00,1,0,0,,19,,2603,110,,,
V02458,51024,2769,Drain Valve Kit Resin,1449.60,8,1449.60,8,0,0,,19,,2769,110,,,
V02458,51024,2768,Drain Valve Kit Iso,1087.20,6,1087.20,6,0,0,,19,,2768,110,,,
V02458,51024,13787,16A953 COUPLER SPIDER,334.95,7,334.95,7,0,0,,19,,13787,110,,,
V02458,51024,13743,15H304 FITTING PLUG HLLW HEX 9,22.08,4,22.08,4,0,0,,19,,13743,110,,,
V02458,51024,12741,KIT PEEK NEEDLE TIP .055,501.80,20,501.80,20,0,0,,19,,12741,110,,,
V02458,51024,2457,BLOCK SIDE ISO P2,1719.00,15,1719.00,15,0,0,,19,,2457,110,,,
V02458,51024,2983,9944-16C Screw,20.40,12,20.40,12,0,0,,19,,2983,110,,,
V02458,51024,11322,KITFTSRTDSINGLE HOSE DROP SHIP,5538.00,10,5538.00,10,0,0,,19,,11322,110,,,
V02458,51024,13040,KitRepairsleeve,2184.00,10,2184.00,10,0,0,,19,,13040,110,,,
V02458,51024,2937,23969-00 Spring,504.00,200,504.00,200,0,0,,19,,2937,110,,,
V02458,51024,2938,23970-00 Spring,558.00,200,558.00,200,0,0,,19,,2938,110,,,
V02458,51024,2879,18383-02 Ball,102.40,80,102.40,80,0,0,,19,,2879,110,,,
V02458,51024,2927,23592-00 Piston,2952.00,30,2952.00,30,0,0,,19,,2927,110,,,
V02458,51024,2928,23953-00 Spacer,1111.50,30,1111.50,30,0,0,,19,,2928,110,,,
V02458,51024,2926,23951-00 Air Piston P2,3247.20,33,3247.20,33,0,0,,19,,2926,110,,,
V02458,51024,3020,23977-01  01 Mix Chamber Insert Kit,1665.60,80,1665.60,80,0,0,,19,,3020,110,,,
V02458,51024,3012,23959-00 P2 Seal Housing Kit,4022.10,82,4022.10,82,0,0,,19,,3012,110,,,
V02458,51024,11248,50' Heated Hose,14355.00,10,14355.00,10,0,0,,19,,11248,110,,,
V02458,51024,14483,298790 O-RING PKG 50 (111450),558.00,3,558.00,3,0,0,,19,,14483,110,,,
V02458,51016,2789,Kitdisplace Rod Repair 120,439.80,1,439.80,1,0,0,,19,,2789,110,,,
V00943,51098,12595,Bedtags - Sarnia ON,267.233,500,267.233,500,0,0,,9,,12595,1778,,,-13.362
V00943,51098,1670,GST,13.011,-1,13.011,-1,0,0,,9,,1670,1287,,,
V00943,51098,1670,PST,.00,-1,.00,-1,0,0,,9,,1670,1291,,,
V03909,51121,,,299.13,,299.13,,0,0,,19,,,1083,,,
V03909,51121,,,532.50,,532.50,,0,0,,19,,,1083,,,
V03909,51121,,,95.00,,95.00,,0,0,,19,,,1079,,,
V03909,51121,,,30.00,,30.00,,0,0,,19,,,1083,,,
V03909,51121,,,45.22,,45.22,,0,0,,19,,,1083,,,
V03909,51121,,,59.94,,59.94,,0,0,,19,,,1083,,,
V03909,51121,,,45.90,,45.90,,0,0,,19,,,1083,,,
V00943,51123,12595,Bedtags - Trois-Rivières QC,267.233,500,267.233,500,0,0,,9,,12595,1778,,,-13.362
V00943,51123,1670,GST,13.011,-1,13.011,-1,0,0,,9,,1670,1287,,,
V00943,51123,1670,PST,.00,-1,.00,-1,0,0,,9,,1670,1291,,,
V02458,51141,12742,KIT NOZZLEPRESS FEED.055,302.61,7,302.61,7,0,0,,19,,12742,110,,,
V02458,51141,14065,258768 KIT HOUSINGM HYD ROD SEAL,2692.80,8,2692.80,8,0,0,,19,,14065,110,,,
V02458,51141,10365,GASKET STRAINER WYE INLET,585.00,65,585.00,65,0,0,,19,,10365,110,,,
V02458,51141,2720,Drill Bits #63 248618,88.08,4,88.08,4,0,0,,19,,2720,110,,,
V02458,51141,13132,ADAPTER THERMOCOUPLE,385.50,10,385.50,10,0,0,,19,,13132,110,,,
V02458,51141,13148,KIT HEATER RTD,770.40,3,770.40,3,0,0,,19,,13148,110,,,
V02458,51141,13744,15H305 (126561) FITTING ADAPTER PLUG HOLLOW 1-3/16 SAE,87.60,10,87.60,10,0,0,,19,,13744,110,,,
V02458,51141,2234,Hose,113.10,3,113.10,3,0,0,,19,,2234,110,,,
V02458,51141,10367,PRESURE TRANSDUCER,542.40,4,542.40,4,0,0,,19,,10367,110,,,
V02458,51141,13308,PUMP 1050A SS/SS/PT/PT,9996.00,8,9996.00,8,0,0,,19,,13308,110,,,
V02458,51141,2782,Sensor Assembly,852.00,2,852.00,2,0,0,,19,,2782,110,,,
V02458,51141,2671,KIT ACC THROAT PUMP BOT. COMP DROP SHIP,251.40,1,251.40,1,0,0,,19,,2671,110,,,
V02458,51141,13371,KIT O-RING TANK LID E-10HP,94.20,2,94.20,2,0,0,,19,,13371,110,,,
V02458,51141,2457,BLOCK SIDE ISO P2,573.00,5,573.00,5,0,0,,19,,2457,110,,,
V02458,51141,11516,Low Viscosity Agitator,3853.85,7,3853.85,7,0,0,,19,,11516,110,,,
V02458,51141,2187,Y Strainer 20 Mesh Entire Assembly 101078,291.00,5,291.00,5,0,0,,19,,2187,110,,,
V02458,51141,3016,23960-01 Mix Chamber,6420.00,40,6420.00,40,0,0,,19,,3016,110,,,
V02458,51141,2665,Hose Htd 2000 3/8 W/S  246678,8856.00,8,8856.00,8,0,0,,19,,2665,110,,,
V02810,51170,14838,400332A PUMP HP FLUID UL AD 6000 (ISO) NEW STYLE,1200.00,2,1200.00,2,0,0,,19,,14838,110,,,
V02810,51170,14839,400332B PUMP HP FLUID UL 6000 (RESIN) NEW STYLE,600.00,1,600.00,1,0,0,,19,,14839,110,,,
V02810,51172,14838,400332A PUMP HP FLUID UL AD 6000 (ISO) NEW STYLE,1200.00,2,1200.00,2,0,0,,19,,14838,110,,,
V03249,51226,28779,PT767-35160 TX Toyota Running Board Sprayed AG KG 9774 Black,13000.00,400,13000.00,400,0,0,,19,,28779,110,,,
V03249,51226,12533,SPRAY APPLICATIONTEST PULL RUNNING BOARDS PT767-35190,.00,2,.00,2,0,0,,19,,12533,1141,,,
V03249,51226,12855,NOTE:   RETURNING UNWORKABLE PIECES 17 QTY - PT767-35190 (ALUMINUM SHOWING UNDERNEATH)18 QTY - RTX RAPTORS (SCRAP)12 QTY - LTX RAPTORS (SCRAP)247 QTY - T6Z100CAST-RTX (SCRAP)144 QTY -T6Z100CAST-LTX (SCRAP)28 QTY - TG7100CAST-RTX (SCRAP)20 QTY - TG7100CAST-LTX (SCRAP),.00,1,.00,1,0,0,,19,,12855,1867,,,
V02353,51233,,To replace current cartridge fill machine.,53250.00,,53250.00,,0,0,,19,,,1350,,,
V02353,51233,,Daily training in field training rate +expenses +travel time,1800.00,,1800.00,,0,0,,19,,,1096,,,
V02353,51233,,,4250.00,,4250.00,,0,0,,19,,,1350,,,
V02314,51309,24564,HOUSINGFLUID ASSY REPAIR,570.721,2,570.721,2,0,0,,12,,24564,3789,,,.00
V02314,51309,24574,KIT ACCY THROAT PUMP .552,188.687,2,188.687,2,0,0,,12,,24574,3799,,,.00
V02314,51309,24536,GB FLUID TSL 1 QT.,243.197,12,243.197,12,0,0,,12,,24536,3761,,,.00
V02314,51309,24619,KITREPAIRSEALST1LOWER,368.93,7,368.93,7,0,0,,12,,24619,4088,,,.00
V02314,51309,24586,KIT REPAIR SEALS T1 UPPER,242.556,7,242.556,7,0,0,,12,,24586,3811,,,.00
V02314,51309,24564,HOUSINGFLUID ASSY REPAIR,570.721,2,570.721,2,0,0,,12,,24564,3789,,,.00
V02314,51309,25684,KIT CONTROL PUMP E-30/E-XP2,660.988,1,660.988,1,0,0,,12,,25684,4276,,,.00
V02314,51309,24617,KITFTSRTDSINGLE HOSE,252.166,1,252.166,1,0,0,,12,,24617,3842,,,.00
V02314,51309,25684,KIT CONTROL PUMP E-30/E-XP2,660.988,1,660.988,1,0,0,,12,,25684,4276,,,.00
V02314,51309,28794,Q KIT CARBIDE SEAT (1595/MARK V),192.958,2,192.958,2,0,0,,12,,28794,4625,,,.00
V02314,51309,13222,IVA,.00,-1,.00,-1,0,0,,12,,13222,1912,,,
V03177,51313,,,25111.42,,25111.42,,0,0,,19,,,1350,,,
V03177,51313,,,2071.74,,2071.74,,0,0,,19,,,1116,,,
V02641,51314,15726,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123.00,21735,0,0,,19,,15726,110,,,
V02641,51314,15187,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.60,19602,0,0,,19,,15187,110,,,
V03546,51315,28792,Moisture Vapor Barrier "A" (5 Gallon) - Need 2 - 5gallon pails for complete 15 gallon kit  *Hazardous,14575.50,500,14575.50,500,0,0,,2,,28792,110,,,
V03546,51315,28793,Moisture Vapor Barrier "B" (5 Gallon) *Hazardous,7287.75,250,7287.75,250,0,0,,2,,28793,110,,,
V03546,51315,12855,NOTE:  Above should be 50 - 15 gallon kits.  Please advise if this has been entered correctly for you to process and confirm pricing.,1.00,1,1.00,1,0,0,,2,,12855,1867,,,
V03496,51451,13108,2019 Toyota Tundra 4x4 Double Cab 145 PU // Super White(Code: 040)   VIN# 5TFUY5F12KX848706Factory Order #N/ASB - ARE V SERIESPAINTED TO MATCH3RD BRAKE LIGHT12V DOME LIGHTDS & PS GLASS WINDOORSSINGLE T GLASS REAR DOOR - KEYLESS ENTRY NOTAVAILABLECARPET INTERIORTILT & SLIDE FRONT WINDOW,2139.00,1,2139.00,1,0,0,,2,,13108,1892,,,
V03496,51451,13108,Labor,220.88,2.5,220.88,2.5,0,0,,2,,13108,1892,,,
V00285,51488,3252,12" Hand Mask Paper Case/122 SKIDS OF 48,3168.00,1152,3168.00,1152,0,0,,2,,3252,110,,,
V00285,51488,3062,12" Green Masking Paper1 SKID OF 70,1481.90,210,1481.90,210,0,0,,2,,3062,110,,,
V00285,51488,3063,18" Green Masking Paper3 SKIDS OF 64,4064.64,384,4064.64,384,0,0,,2,,3063,110,,,
V00285,51488,5007,36" Green Masking Paper2 SKIDS OF 72,3048.48,144,3048.48,144,0,0,,2,,5007,110,,,
