VendorNumber__,OrderNumber__,ItemNumber__,Description__,OrderedAmount__,OrderedQuantity__,DeliveredAmount__,DeliveredQuantity__,InvoicedAmount__,InvoicedQuantity__,TaxCode__,CompanyCode__,UnitPrice__,PartNumber__,GLAccount__,CostCenter__,BudgetID__,TaxRate__,ItemCategory__,Location__,Customer__,CustomerId__
V02195,54820,1,XS-100 "A" In 55 Gal Drum,45511.20,39200,45511.2,39200,0,0,,2,1.161,XS-100A-490LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,54828,1,XS-BK100 "B" Black In 55 Gal Drum,46179.60,34800,36943.68,27840,0,0,,2,1.327,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V03392,54853,1,35 FT ISO Hose with fittings,43.44,1,43.44,1,0,0,,19,43.44,A-LP-35FT-ISO,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V03102,54881,1,2020 CHEVROLET SILVERADO 1500 LT 4X4 CREW CAB 6.6 FT BOX 157 VVB (CK10743)VIN: 3GCUYDED5LG222837Soft Tri Fold Cover,539.40,1,,,0,0,,2,539.40,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V03102,54881,2,Install,55.80,1,,,0,0,,2,55.80,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V00136,54891,2,,108.75,,,,0,0,,2,,,1075,,,,,Alabama : Huntsville-Distribution,,
V03499,54894,3,,7500.00,,,,0,0,,2,,,1144,,,,,Alabama : Huntsville-Distribution,,
V03499,54894,4,,150.00,,,,0,0,,2,,,1144,,,,,Alabama : Huntsville-Distribution,,
V01928,54952,1,,1800.00,,,,0,0,,2,,,1075,,,,,Alabama : Huntsville-Distribution,,
V01928,54952,2,,1040.00,,,,0,0,,2,,,1075,,,,,Alabama : Huntsville-Distribution,,
V00537,54955,1,NOTE:  MUST MEET ISO-17025 REQUIREMENTS,.00,1,,,0,0,,2,.00,NOTE,1867,,,,Supplies,Alabama : Huntsville-Distribution,,
V00537,54955,7,,725.00,,,,0,0,,2,,,1144,,,,,Alabama : Huntsville-Distribution,,
V00537,54955,8,,400.00,,,,0,0,,2,,,1144,,,,,Alabama : Huntsville-Distribution,,
V00537,54955,9,,250.00,,,,0,0,,2,,,1144,,,,,Alabama : Huntsville-Distribution,,
V00537,54955,10,,375.00,,,,0,0,,2,,,1144,,,,,Alabama : Huntsville-Distribution,,
V00537,54955,11,,1056.00,,,,0,0,,2,,,1144,,,,,Alabama : Huntsville-Distribution,,
V01491,54963,1,LINE-X SERVICE BODY - FLOOR SIDES BULKHEAD & T/G AND TOP OF COMPARTMENTSVIN# 1GB4KYCG5GF196855Note: N/A,967.50,1,,,0,0,,2,967.50,National Account,1892,,,,National Accounts,Alabama : Huntsville-Corporate,,
V01491,54963,2,LINE-X CUSTOM LINER - CUSTOM SPRAY LINER FRONT OF TAILGATE FRONT BOXES 12"WIDE,540.00,1,,,0,0,,2,540.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Corporate,,
V02641,54980,1,UL MPL 55 TOTE COAT A 250 GAL,34776.00,19320,34776,19320,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS Thailand,U3892
V02641,54980,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,31363.20,17424,31363.2,17424,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS Thailand,U3892
V03521,54982,1,- KIT COMPLETECS T3AIR/FLUID - (2) PUMP T3 G24Z834 -(2) HOSE COUPLED 10 FT G217382 -(2) COUPLING SWIVEL G157785**This kit should be given to Jose and not shipped.  He will be taking with him to the installation/training for Paraguay.  ,1145.39,1,1145.39,1,0,0,,2,1145.39,G25D296,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Off Site Inventory,,
V03521,55040,1,SAMPLE FILMTINT: 50%SIZE: 36" X 10',.00,1,0,1,0,0,,2,.00,T-LXFGSAMPLE,110,,,,Film,Alabama : Off Site Inventory,Gilbert LINE-X,F0988
V02641,55045,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123,21735,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND FX/DEARBORN,U2349
V02641,55045,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.6,19602,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND FX/DEARBORN,U2349
V02458,55049,1,BLOCKCOUPLINGGX8PUCS,302.40,1,,,0,0,,19,302.40,G24N996,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL OffSite Inventory,PREMIUM PROTECTIVE COATINGS,U3314
V04103,55065,2,,3465.00,,,,0,0,,2,,,1126,,,,,Alabama : Huntsville-Distribution,,
V02195,55083,2,,.01,,,,0,0,,2,,,1899,,,,Supplies : Other : Other Chemicals,Alabama : Huntsville-Distribution,,
V02195,55083,3,,.01,,,,0,0,,2,,,1899,,,,Supplies : Other : Other Chemicals,Alabama : Huntsville-Distribution,,
V02195,55083,4,,.01,,,,0,0,,2,,,1899,,,,Supplies : Other : Other Chemicals,Alabama : Huntsville-Distribution,,
V02195,55083,5,,.01,,,,0,0,,2,,,1899,,,,Supplies : Other : Other Chemicals,Alabama : Huntsville-Distribution,,
V03605,55087,1,2019 RAM PROMASTER 1500VIN #: 3C6TRVAG4KE507173SUBLET-OOS PROGRAMKARGO MASTER - STRAIGHTSTEEL PARTITIONFIRE EXTINGUISHERLEGEND COMPOSITE FLOORBACKUP ALARMKARGO MASTER STEEL 60"HX 42"L STEEL SHELF UNITWITH DIVIDERSINSTALLATION,3798.00,1,,,0,0,,2,3798.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V02641,55101,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123,21735,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55101,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.6,19602,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55102,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123,21735,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55102,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.6,19602,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55103,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123,21735,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55103,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.6,19602,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55105,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55105,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55106,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55106,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55108,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V02641,55108,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - FORT WAYNE,U2934
V03579,55162,1,2019 Chevrolet Silverado 2500HD 4X4 Double Cab 8ft boxVIN# 2GB2KREG6K1188547Install PVC Pipe - Pipe will be supplied,162.00,1,,,0,0,,2,162.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V02801,55194,1,CONTACTOR 40A 24 Vdc,228.50,2,228.5,2,0,0,,19,114.25,PMC-EL-125 EATON,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL OffSite Inventory,INDUSTRIAL COATINGS LLC.,U2894
V00978,55201,1,XS-100 "A" In 55 Gal Drum,46951.21,19600,,,0,0,,9,2.39546988,XS-100A-490LB,110,,,.00,Chemical : Spray Coating : XS 100,Quebec : Eastern - Distribution,,
V00978,55201,2,XS-BK100 "B" In 55 Gal Drum,41681.176,17400,,,0,0,,9,2.39546988,XS-BK100B-435LB,110,,,.00,Chemical : Spray Coating : XS 100,Quebec : Eastern - Distribution,,
V00978,55201,3,GST,.00,-1,,,0,0,,9,.00,.,1287,,,,,Quebec : Eastern - Distribution,,
V00978,55201,4,PST,.00,-1,,,0,0,,9,.00,.,1291,,,,,Quebec : Eastern - Distribution,,
V02160,55216,1,,3072.00,,,,0,0,,2,,,1075,,,,,Alabama : Huntsville-Distribution,,
V03106,55222,1,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,1172.09,946,1172.094,946,0,0,,19,1.239,C-DULXT66A,110,,,,Chemical : HP,California : UL Santa Fe Springs-Distributio,BEND TRUCK TOYS,U0211
V03106,55222,2,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,1174.76,860,1174.76,860,0,0,,19,1.366,C-DULXT66B-BL,110,,,,Chemical : HP,California : UL Santa Fe Springs-Distributio,BEND TRUCK TOYS,U0211
V02641,55228,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123,21735,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - LOUISVILLE,U3045
V02641,55228,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.6,19602,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - LOUISVILLE,U3045
V02641,55229,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - LOUISVILLE,U3045
V02641,55229,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - LOUISVILLE,U3045
V02641,55231,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - LOUISVILLE,U3045
V02641,55231,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND EFFECTS - LOUISVILLE,U3045
V00208,55241,1,SPRING COMPRESSION,35.28,12,35.28,12,0,0,,2,2.94,G117485,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,2,113379 Ball Valve 15B565,88.80,10,88.8,10,0,0,,2,8.88,G15B565,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,3,BLOCK SIDE POLY P2,470.40,4,470.4,4,0,0,,2,117.60,G16N600,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,4,KIT REPAIR DRIVE HOUSING,607.20,2,607.2,2,0,0,,2,303.60,G17W869,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,5,FILTER 20 MESH,401.10,15,401.1,15,0,0,,2,26.74,G180199,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,6,Throat Seal Liquid 1 Gal,573.60,8,573.6,8,0,0,,2,71.70,G206996,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,7,Drain Valve Replacement Kit 239914,424.80,6,424.8,6,0,0,,2,70.80,G239914,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,8,A-side Cartridge (Complete),1425.60,22,1425.6,22,0,0,,2,64.80,G246349,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,9,Check Valve ASM,642.60,12,642.6,12,0,0,,2,53.55,G246352,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,10,O-Ring S #007 (6 Pack) 246354,405.00,10,405,10,0,0,,2,40.50,G246354,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,11,Complete O-Ring  Kit,1566.00,18,1566,18,0,0,,2,87.00,G246355,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,12,80 Mesh Screens (10 Pack),295.20,120,295.2,120,0,0,,2,2.46,G246359,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,13,KIT SCCY FRONT END SPARE,3336.00,4,3336,4,0,0,,2,834.00,G246361,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,14,Drill Bits #69,90.24,4,90.24,4,0,0,,2,22.56,G246630,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,15,KITPROPORTIONER PUMP80,2658.00,1,2658,1,0,0,,2,2658.00,G247375,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,16,23974-07 Side Seal O-Ring Kit Pk/6,1645.20,60,1480.68,54,0,0,,2,27.42,G248128,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,17,Check Valve Housing O-Ring Kit Pk/6,1371.60,60,1371.6,60,0,0,,2,22.86,G248129,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,18,Cartridge Body O-Ring Kit Pk/6,1762.50,50,1762.5,50,0,0,,2,35.25,G248130,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,19,Check Valve Face O-Ring Pk/6,1147.50,30,1147.5,30,0,0,,2,38.25,G248133,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,20,Air Piston O-Ring Pk/6,223.20,10,223.2,10,0,0,,2,22.32,G248134,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,21,Fusion Grease (Tube 4Oz) 10 Pk,889.20,120,889.2,120,0,0,,2,7.41,G248279,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,22,Quick Shot Grease Pk/10,522.00,120,522,120,0,0,,2,4.35,G248280,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,23,Kit Repair Pump E10,1281.60,12,1068,10,0,0,,2,106.80,G249855,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,24,Repair Kit 249990,277.20,14,277.2,14,0,0,,2,19.80,G249990,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,25,50' Heated Hose,3216.00,2,3216,2,0,0,,2,1608.00,G24K241,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,26,KITU-CUP REPAIR 80,1756.80,8,1317.6,6,0,0,,2,219.60,G258811,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,27,Fluid Temp Sensor,1821.60,4,1821.6,4,0,0,,2,455.40,G261669,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,28,Pump Transfer 2:1,1131.00,1,1131,1,0,0,,2,1131.00,G295616,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,29,AF2929 KIT RPR FLAT AIR PURGE 00,1284.00,10,1284,10,0,0,,2,128.40,GAF2929,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,30,AR3737 Mix Chamber,729.00,6,729,6,0,0,,2,121.50,GAR3737,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,31,AR4242 With Drills,1659.00,14,1659,14,0,0,,2,118.50,GAR4242,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,32,18383-02 Ball,31.68,24,31.68,24,0,0,,2,1.32,GC0259,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,33,7554-29 O-Ring,95.04,12,95.04,12,0,0,,2,7.92,GC20207,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V00208,55241,34,23960-01 Mix Chamber,3240.00,20,3240,20,0,0,,2,162.00,GC2501,110,,,,Equipment : Machine Parts : Misc Parts,Alabama : Huntsville-Distribution,,
V04109,55257,1,2019 NISS Titan XD 4D 4x4 Crew Cab VIN# 1N6AA1F4XKN532621Factory Order Number: n/aRetractable Roll N Lock (Aluminum) cover,1800.00,1,,,0,0,,2,1800.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V04109,55257,2,Installation,180.00,1,,,0,0,,2,180.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V04109,55257,3,Shipping,90.00,1,,,0,0,,2,90.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V02641,55276,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123,21735,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND FX/KC,U2350
V02641,55276,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.6,19602,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND FX/KC,U2350
V02195,55281,1,XS-100 "A" In 55 Gal Drum,22559.60,19600,,,0,0,,2,1.151,XS-100A-490LB,110,,,,Chemical : Spray Coating : XS 100,Washington : Chehalis-Distribution,,
V02195,55281,2,XS-BK100 "B" Black In 55 Gal Drum,22950.60,17400,,,0,0,,2,1.319,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,Washington : Chehalis-Distribution,,
V02195,55285,1,XS-100 "A" In 55 Gal Drum,22559.60,19600,22559.6,19600,0,0,,2,1.151,XS-100A-490LB,110,,,,Chemical : Spray Coating : XS 100,California : CLOVIS - Distribution,,
V02195,55285,2,XS-BK100 "B" Black In 55 Gal Drum,22950.60,17400,22950.6,17400,0,0,,2,1.319,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,California : CLOVIS - Distribution,,
V02195,55286,1,XS-100 "A" In 55 Gal Drum,22559.60,19600,,,0,0,,2,1.151,XS-100A-490LB,110,,,,Chemical : Spray Coating : XS 100,California : CLOVIS - Distribution,,
V02195,55286,2,XS-BK100 "B" Black In 55 Gal Drum,22950.60,17400,,,0,0,,2,1.319,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,California : CLOVIS - Distribution,,
V02195,55287,1,XS-100 "A" In 55 Gal Drum,22559.60,19600,,,0,0,,2,1.151,XS-100A-490LB,110,,,,Chemical : Spray Coating : XS 100,California : CLOVIS - Distribution,,
V02195,55287,2,XS-BK100 "B" Black In 55 Gal Drum,20655.54,15660,,,0,0,,2,1.319,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,California : CLOVIS - Distribution,,
V02195,55287,3,XS-100 "B" Natural (55 Gal),2237.64,1740,,,0,0,,2,1.286,XS-100B-435LB,110,,,,Chemical : Spray Coating : XS 100,California : CLOVIS - Distribution,,
V02195,55291,1,XS-BK200 "B" In 55 Gal BLUE Drum,18026.40,13920,,,0,0,,2,1.295,XS-BK200B-435LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55291,2,XS-200 "A" In 55 Gal RED Drum,22559.60,19600,,,0,0,,2,1.151,XS-200A-490LB,110,,,,Chemical : Spray Coating,Alabama : Huntsville-Distribution,,
V02195,55291,3,XS-310 "A" 55 Gal Drum,4374.72,3920,,,0,0,,2,1.116,XS-310A-490LB,110,,,,Chemical : Spray Coating : XS 310,Alabama : Huntsville-Distribution,,
V02195,55293,1,XS-350 Series "B" 55 Gal Drum,69078.00,34800,,,0,0,,2,1.985,XS-350BS-435LB,110,,,,Chemical : Spray Coating : XS 350,Alabama : Huntsville-Distribution,,
V02195,55300,1,XS-100 "A" In 55 Gal Drum,45119.20,39200,,,0,0,,2,1.151,XS-100A-490LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55301,1,XS-100 "A" In 55 Gal Drum,45119.20,39200,,,0,0,,2,1.151,XS-100A-490LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55302,1,XS-100 "A" In 55 Gal Drum,45119.20,39200,,,0,0,,2,1.151,XS-100A-490LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55303,1,XS-100 "A" In 55 Gal Drum,45119.20,39200,,,0,0,,2,1.151,XS-100A-490LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55304,1,XS-100 "A" In 55 Gal Drum,45119.20,39200,,,0,0,,2,1.151,XS-100A-490LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55305,1,XS-BK100 "B" Black In 55 Gal Drum,45901.20,34800,45901.2,34800,0,0,,2,1.319,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55305,2,,348.72,,,,0,0,,2,,,1141,,,,Supplies,Alabama : Huntsville-Distribution,,
V02195,55307,1,XS-BK100 "B" Black In 55 Gal Drum,45901.20,34800,34425.9,26100,0,0,,2,1.319,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55307,2,,.00,,,,0,0,,2,,,1899,,,,,Alabama : Huntsville-Distribution,,
V02195,55307,3,,.00,,,,0,0,,2,,,1899,,,,,Alabama : Huntsville-Distribution,,
V02195,55311,1,XS-BK100 "B" Black In 55 Gal Drum,45901.20,34800,,,0,0,,2,1.319,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55312,1,XS-BK100 "B" Black In 55 Gal Drum,45901.20,34800,,,0,0,,2,1.319,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55313,1,XS-BK100 "B" Black In 55 Gal Drum,45901.20,34800,,,0,0,,2,1.319,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02195,55314,1,XS-BK100 "B" Black In 55 Gal Drum,45901.20,34800,,,0,0,,2,1.319,XS-BK100B-435LB,110,,,,Chemical : Spray Coating : XS 100,Alabama : Huntsville-Distribution,,
V02979,55316,1,GEO TEXTILE RAW 15'X300'  (4500 SQ FT TOTAL),8363.52,49500,8363.52,49500,0,0,,19,.16896,P-GEO2,110,,,,Sprayed Fabrics : GEO,Texas : UL Houston - Distribution,,
V02979,55316,2,TerraTex HPG-16 15'X300' (4500 SQ FT TOTAL) H270,10823.68,72000,10823.68008,72000,0,0,,19,.15032889,P-GEOH270,110,,,,Sprayed Fabrics : GEO,Texas : UL Houston - Distribution,,
V02979,55316,3,GEO TEXTILE RAW 15'X315'  (4725 SQ FT TOTAL) High Heat N12 - 12oz,10378.80,56700,5189.39946,28350,0,0,,19,.1830476,P-GEO-HH-12oz,110,,,,Sprayed Fabrics : GEO,Texas : UL Houston - Distribution,,
V02979,55316,4,GEO TEXTILE RAW 15'X320'  16OZ NW(4800 SQ FT TOTAL),3600.00,14400,0,0,0,0,,19,.25,P-GEO16OZ,110,,,,Sprayed Fabrics : GEO,Texas : UL Houston - Distribution,,
V03770,55318,1,FG VL-EC-XL RED FILTER MEDIA - 75 INCHES WIDE X 90 FEET LONG X 1 INCH THICK,1012.50,5,,,0,0,,19,202.50,GEO-FILTER,1083,,,,,Texas : UL Houston - Distribution,,
V03105,55323,1,UL XT 66 HP 1:1 COAT A DRUM 55 GALLONS,21928.28,18920,21928.28,18920,0,0,,19,1.159,C-DULXT66A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GRUPO SGF SAC,U1941
V03105,55323,2,UL XT 66 HP 1:1 COAT B BLACK 55 GAL DRUM,22119.20,17200,22119.2,17200,0,0,,19,1.286,C-DULXT66B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GRUPO SGF SAC,U1941
V02641,55329,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,39123,21735,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Houston - Distribution,GROUND FX/DEARBORN,U2349
V02641,55329,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,35283.6,19602,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Houston - Distribution,GROUND FX/DEARBORN,U2349
V02641,55330,1,UL MPL 55 TOTE COAT A 250 GAL,39123.00,21735,,,0,0,,19,1.80,C-TULMPL55A,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND FX/DEARBORN,U2349
V02641,55330,2,UL MPL 55 TOTE COAT B BLK 250 GAL TOTE,35283.60,19602,,,0,0,,19,1.80,C-TULMPL55B-BL,110,,,,Chemical : HP,Texas : UL Bedford - Distribution,GROUND FX/DEARBORN,U2349
V02562,55347,1,Spray Socks 12Pk/12 144,379.80,576,379.8,576,0,0,,19,.659375,1410,110,,,,Equipment : Machine Parts : Misc Parts,Texas : UL Houston - Distribution,,
V01494,55359,1,2020 CHEV Traverse AWDVIN # N/AFactory Order #  N/AInstall Driver point and RFID,225.00,1,,,0,0,,2,225.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
V01494,55359,2,Install Graphics,270.00,1,,,0,0,,2,270.00,National Account,1892,,,,National Accounts,Alabama : Huntsville-Distribution,,
